st1_pts,st2_pts,st3_pts,st4_pts,st5_pts,st6_pts,st7_pts,st8_pts,st9_pts,st10_pts,st11_pts,st12_pts,st13_pts,st14_pts
0.479722873860673,2.2977866631781283,0.3572370867884001,0.9146930820072785,1.0712721906354121,1.492049726297083,1.2833330029027552,-0.08424951453556975,0.22707714278661137,0.8885657527074374,0.8088983390168976,0.06714913507006395,0.01413401255508985,0.01478827413315905
1.7678828253454437,-0.2668107935239983,1.0836233180822374,1.8516888985062765,0.9039262646248412,0.96565386731136,0.7344072171477384,1.2037075509222932,0.2925049936789434,-0.017728603757393047,0.7265465971658198,0.10656861918930496,0.07875533537181811,0.05827068733069215
1.5737176950956948,0.47551303071602535,0.1442048144201568,1.7424799908224946,2.6779592498115714,0.7337642370607634,0.6845412334900304,1.4829554447598703,0.440664779862153,-0.10456862484030013,1.6194469960564128,0.1156648396787402,0.2816653231052181,1.0519583269575261
0.8879802649142291,-0.13855560519827323,0.5566594146784754,1.1495435862065162,1.9102194979989773,1.0564187107866456,0.696246326681373,2.150003551478553,0.4898946600476948,0.27020961903428564,0.9174336421384438,0.1758971056452717,0.3336646392314688,-0.19781181087068933
0.9815683228766072,0.09973988079333151,0.832895765363775,1.533397678332926,0.5170666055229934,1.2194330026046827,1.9749359982719683,1.8592284511544852,0.7198444955530837,0.4670818424888774,0.956228446788044,1.0335537453190167,-0.03447489692839606,0.6077450030266917
1.996515991214473,-0.3211586520348866,0.8780542489121351,1.5382947136890492,2.597748404598838,0.6471624544620869,1.18178828285529,1.4471675660842922,0.7316785133551768,0.4307982207662341,1.708093877135784,0.33626721799690473,-0.0219577136642998,0.6108477565610323
1.2471385549948113,0.6801566263907148,0.8450335631539831,1.4525052152162194,1.8020304914520633,1.3292387858655368,2.91939396918342,2.6823389947233665,1.0722182400895062,0.29471240177714525,1.5474219097139021,0.5873698363045559,0.08028979552886172,0.31649475592187853
0.613013792244571,0.6872533509170214,1.2171960511055597,1.6849339371490406,2.0482044196392573,0.9647904090145143,2.003736980398183,2.114596972801306,0.665411116197046,0.9415133802443226,2.513752383272814,0.7779515102047775,-0.0066809109608449435,0.9156547251292596
1.685834779472071,-0.6301772472429692,0.4518617808929629,1.8875954544969864,1.7215967895174593,0.8344676160013059,0.4790253995501127,2.6011173759585784,0.563918149807644,-0.2562241151395199,0.9718720778724892,-0.09703454542572024,0.1659333223003372,0.9977775095780158
0.9846300973715093,1.0083058350763585,0.44306171271046424,1.1867094922721075,1.72560347758264,0.7773076908911684,0.29009776868192944,1.50578352992776,0.5802495938963167,0.7057450329312653,1.6306040974202518,0.4000101962777548,0.0812764832692584,-0.29347749757320085
