st1_pts,st2_pts,st3_pts,st4_pts,st5_pts,st6_pts,st7_pts,st8_pts,st9_pts,st10_pts,st11_pts,st12_pts,st13_pts,st14_pts
2.1888436273632066,1.9671283517974718,0.5278423806667034,0.679966220003123,1.2078094968069575,1.109811070003356,1.2169947471108082,0.9211875892156937,-0.21273979729636944,1.0406334962052048,0.6999082237097217,0.7613565787311536,0.10609720284495104,0.6150550977567187
1.216605848844654,1.6613409867606765,2.074965882839657,0.3057320134210936,1.5287512961758103,1.8658462979446848,1.7574896654328964,0.5037612761162277,-0.16314108279061784,1.0684677373733318,0.5150337356111756,0.7622104984358439,0.5481337668672903,0.34209880069971565
1.1069922804084869,1.0379207794732377,1.2384609447822874,1.8804834293461994,1.8310110177568748,1.4537431520247353,0.412561553711125,0.8538830918622211,-0.4764829493100323,0.8840274195000066,-0.31291029091856054,1.1720541744427169,0.3061783676612605,1.4910516479779765
1.3267704196802201,1.4616090124871302,1.4756390666698076,0.6020723884629631,1.8889961924815017,1.563623197742813,1.1058562534675427,0.5535832530052976,-0.017631491987984332,0.4280734792515689,-0.234457983043443,1.1458584328059975,0.7533330920719932,0.7485886544846374
1.4533470094166967,2.43147063090665,1.916457359764218,-0.19715537979286307,1.7135695383699836,1.1425109801170414,1.6016103847064003,0.836588660082809,0.20863605424946008,1.266316493320116,0.08762618920541931,1.0931358838051226,0.18897080354382767,1.2254632512296924
1.1248046057632544,0.764343723375979,1.1547882461307795,0.7535414212610151,2.2679705899266547,1.5934615938458572,0.42176692922210784,1.2122888682022421,-0.09614581204756144,1.643514882430903,0.6801965112567769,1.181935051404102,0.6398274085724271,1.2676161394781065
1.9033145158555589,0.8929441812091515,1.4807795674592312,0.19784187826739377,1.5033162156500868,1.6464201799056597,1.1061259189179449,0.7909912329371827,-0.12051512713482518,0.8369652388136852,0.011886071728195058,0.8132722951293558,0.34183379823168303,0.9362672869565672
0.8531406095017997,2.443575145518047,1.1463895639766426,1.5437147897089962,1.3933585424295538,1.3180677373308676,1.9871125986114349,1.2537702990379913,-0.6673269226211205,0.01381055909012957,0.16647336908928187,1.2094657627525076,0.47926781246269223,1.187815017141245
1.5782958973237862,1.9401959969139602,1.2880619149155006,1.9584312842553677,1.4179416773815987,1.8114493058105356,1.2280369698412823,-0.02819841933174981,-0.10712571962713859,1.0625362307468758,-0.011019733123968492,0.2702213148568965,-0.02409066147391302,0.09394248608173644
2.270382235322577,1.1724689324072375,1.111773418279176,0.9243108688689137,2.010004403903111,2.162850101712581,1.3659185696297027,0.02061468452032024,-0.26261514770609695,1.5387920818607357,0.4248676683082238,0.21280966853321343,0.7300641491430439,-0.035070115369214706
