HorseName,RaceID,FinishPosition,Distance,Surface_Dirt,Surface_Turf,AvgPastFinishPosition,WinRate,DistanceSuitability,JockeyWinRate,FieldStrength,SurfaceWinRate
commander carl,CD-05-14-23-R02,1,0.3333333333333333,True,False,6.6,0.0,1.2,0.18045112781954886,5.714285714285714,0.0
right of rush,CD-05-14-23-R02,3,0.3333333333333333,True,False,4.6,0.0,1.2,0.1,5.714285714285714,0.0
major contender,CD-05-14-23-R02,6,0.3333333333333333,True,False,7.6,0.0,1.1,0.16326530612244897,5.714285714285714,0.0
riley bee,CD-05-14-23-R02,7,0.3333333333333333,True,False,8.6,0.2,1.2,0.0,5.714285714285714,0.2
big boss ben,CD-05-14-23-R02,4,0.3333333333333333,True,False,4.2,0.0,1.0,0.0,5.714285714285714,0.0
haskelled,CD-05-14-23-R02,5,0.3333333333333333,True,False,4.2,0.2,1.2,0.15384615384615385,5.714285714285714,0.2
hurry up hannah,CD-05-14-23-R03,6,0.2,True,False,6.0,0.0,4.8,0.13333333333333333,3.4285714285714284,0.0
misread,CD-05-14-23-R03,1,0.2,True,False,3.3333333333333335,0.0,3.0,0.09210526315789473,3.4285714285714284,0.0
my blue valentine,CD-05-14-23-R03,7,0.2,True,False,0.0,0.0,6.0,0.0,3.4285714285714284,0.0
royal blood,CD-05-14-23-R03,2,0.2,True,False,6.0,0.0,3.2,0.17307692307692307,3.4285714285714284,0.0
the princess says,CD-05-14-23-R03,3,0.2,True,False,4.0,0.0,2.4,0.125,3.4285714285714284,0.0
goldys lock,CD-05-14-23-R03,4,0.2,True,False,0.0,0.0,6.0,0.0,3.4285714285714284,0.0
crimaldi,CD-05-14-23-R03,5,0.2,True,False,4.666666666666667,0.0,2.4,0.16326530612244897,3.4285714285714284,0.0
gold franc ire,CD-05-14-23-R04,10,0.4666666666666667,False,True,8.0,0.0,6.4,0.09210526315789473,5.166666666666667,0.0
my uncle leon,CD-05-14-23-R04,1,0.4666666666666667,False,True,3.5,0.0,3.2,0.15384615384615385,5.166666666666667,0.0
six missions,CD-05-14-23-R04,8,0.4666666666666667,False,True,4.666666666666667,0.0,3.9,0.16326530612244897,5.166666666666667,0.0
dream force,CD-05-14-23-R04,6,0.4666666666666667,False,True,5.25,0.0,2.3,0.06896551724137931,5.166666666666667,0.0
noises off,CD-05-14-23-R04,2,0.4666666666666667,False,True,4.25,0.0,1.9,0.16666666666666666,5.166666666666667,0.0
patrolman,CD-05-14-23-R04,5,0.4666666666666667,False,True,5.0,0.0,2.1,0.17307692307692307,5.166666666666667,0.0
fireball fun,CD-05-14-23-R04,7,0.4666666666666667,False,True,0.0,0.0,8.0,0.18045112781954886,5.166666666666667,0.0
peek,CD-05-14-23-R04,3,0.4666666666666667,False,True,7.5,0.0,5.1,0.175,5.166666666666667,0.0
earl of dassel,CD-05-14-23-R04,4,0.4666666666666667,False,True,5.5,0.0,2.3,0.13333333333333333,5.166666666666667,0.0
saturday long legs,CD-05-14-23-R04,9,0.4666666666666667,False,True,8.0,0.0,6.8,0.08771929824561403,5.166666666666667,0.0
malibu time,CD-05-14-23-R05,9,0.26666666666666666,True,False,3.8,0.2,0.2,0.175,4.2444444444444445,0.2
dark hedges,CD-05-14-23-R05,5,0.26666666666666666,True,False,1.6,0.4,0.8,0.05555555555555555,4.2444444444444445,0.4
firery tale,CD-05-14-23-R05,8,0.26666666666666666,True,False,3.0,0.2,0.4,0.18045112781954886,4.2444444444444445,0.2
crazy legs hirsch,CD-05-14-23-R05,2,0.26666666666666666,True,False,3.4,0.2,0.5,0.16326530612244897,4.2444444444444445,0.2
hot pastrami,CD-05-14-23-R05,3,0.26666666666666666,True,False,4.0,0.2,0.8,0.0,4.2444444444444445,0.2
like a saltshaker,CD-05-14-23-R05,1,0.26666666666666666,True,False,6.2,0.2,0.3,0.16666666666666666,4.2444444444444445,0.2
bravo bravo,CD-05-14-23-R05,7,0.26666666666666666,True,False,4.8,0.0,1.1,0.15384615384615385,4.2444444444444445,0.0
santa cruiser,CD-05-14-23-R05,4,0.26666666666666666,True,False,7.0,0.0,0.4,0.06521739130434782,4.2444444444444445,0.0
black storm,CD-05-14-23-R05,6,0.26666666666666666,True,False,4.4,0.0,0.6,0.17307692307692307,4.2444444444444445,0.0
glen airy,CD-05-14-23-R06,2,0.5333333333333333,True,False,9.0,0.0,5.5,0.09615384615384616,5.575757575757575,0.0
remastered,CD-05-14-23-R06,9,0.5333333333333333,True,False,4.0,0.0,6.9,0.0,5.575757575757575,0.0
schmear,CD-05-14-23-R06,11,0.5333333333333333,True,False,6.0,0.0,6.9,0.06666666666666667,5.575757575757575,0.0
mad hustle,CD-05-14-23-R06,5,0.5333333333333333,True,False,8.0,0.0,5.3,0.09210526315789473,5.575757575757575,0.0
washington's union,CD-05-14-23-R06,7,0.5333333333333333,True,False,5.6,0.0,0.9,0.2,5.575757575757575,0.0
marty's magic,CD-05-14-23-R06,3,0.5333333333333333,True,False,5.6,0.0,1.1,0.07317073170731707,5.575757575757575,0.0
coach petro,CD-05-14-23-R06,8,0.5333333333333333,True,False,3.8,0.0,0.0,0.17307692307692307,5.575757575757575,0.0
dual monarchy,CD-05-14-23-R06,1,0.5333333333333333,True,False,4.8,0.0,0.6,0.16326530612244897,5.575757575757575,0.0
rio moon,CD-05-14-23-R06,10,0.5333333333333333,True,False,5.6,0.0,0.7,0.175,5.575757575757575,0.0
absolute courage,CD-05-14-23-R06,6,0.5333333333333333,True,False,4.6,0.0,0.5,0.18045112781954886,5.575757575757575,0.0
fujin,CD-05-14-23-R06,4,0.5333333333333333,True,False,4.333333333333333,0.0,3.9,0.15384615384615385,5.575757575757575,0.0
music amore,CD-05-14-23-R07,4,0.3333333333333333,True,False,5.8,0.2,1.0,0.18045112781954886,4.2,0.2
enchanted nile,CD-05-14-23-R07,1,0.3333333333333333,True,False,4.2,0.4,1.3,0.125,4.2,0.4
mirth 'n merriment,CD-05-14-23-R07,2,0.3333333333333333,True,False,5.2,0.2,1.1,0.06896551724137931,4.2,0.2
pistol,CD-05-14-23-R07,6,0.3333333333333333,True,False,4.0,0.0,1.1,0.05555555555555555,4.2,0.0
gin n sin,CD-05-14-23-R07,8,0.3333333333333333,True,False,3.2,0.2,0.9,0.0,4.2,0.2
donya know it,CD-05-14-23-R07,3,0.3333333333333333,True,False,2.6,0.4,0.9,0.12,4.2,0.4
sue ellen mishkin,CD-05-14-23-R07,5,0.3333333333333333,True,False,2.6,0.6,1.2,0.16326530612244897,4.2,0.6
kimberley dream,CD-05-14-23-R07,7,0.3333333333333333,True,False,6.0,0.0,1.4,0.0,4.2,0.0
baby billy,CD-05-14-23-R08,6,0.6,False,True,4.6,0.2,0.7,0.16,4.613333333333333,0.2
our dream rye'd,CD-05-14-23-R08,7,0.6,False,True,5.2,0.0,0.5,0.07317073170731707,4.613333333333333,0.0
salute the stars,CD-05-14-23-R08,1,0.6,False,True,1.5,0.5,5.7,0.20930232558139536,4.613333333333333,0.5
really good,CD-05-14-23-R08,5,0.6,False,True,5.4,0.2,0.6,0.18045112781954886,4.613333333333333,0.2
escapologist,CD-05-14-23-R08,2,0.6,False,True,4.8,0.2,0.3,0.09210526315789473,4.613333333333333,0.2
baseline beater,CD-05-14-23-R08,4,0.6,False,True,4.8,0.2,0.5,0.08771929824561403,4.613333333333333,0.0
tiger paw ire,CD-05-14-23-R08,10,0.6,False,True,5.8,0.0,3.2,0.17307692307692307,4.613333333333333,0.0
clear the air,CD-05-14-23-R08,9,0.6,False,True,5.2,0.2,1.6,0.2,4.613333333333333,0.0
black apple,CD-05-14-23-R08,8,0.6,False,True,4.5,0.25,3.2,0.05555555555555555,4.613333333333333,0.0
redeemer,CD-05-14-23-R08,3,0.6,False,True,4.333333333333333,0.3333333333333333,4.1,0.18045112781954886,4.613333333333333,0.0
top of the charts,CD-05-14-23-R09,9,0.2,True,False,5.0,0.5,1.8,0.1875,3.9,0.5
bourbon heist,CD-05-14-23-R09,4,0.2,True,False,2.0,0.4,0.8,0.1,3.9,0.4
under oath,CD-05-14-23-R09,6,0.2,True,False,4.4,0.4,0.4,0.18045112781954886,3.9,0.4
he'smyhoneybadger,CD-05-14-23-R09,1,0.2,True,False,4.6,0.2,0.8,0.16326530612244897,3.9,0.2
happy jack,CD-05-14-23-R09,2,0.2,True,False,6.4,0.2,2.3,0.17307692307692307,3.9,0.2
unpredictable bay,CD-05-14-23-R09,8,0.2,True,False,3.6,0.2,0.3,0.0,3.9,0.2
bron and brow,CD-05-14-23-R09,3,0.2,True,False,1.8,0.6,0.3,0.09210526315789473,3.9,0.6
drive for fun,CD-05-14-23-R09,10,0.2,True,False,3.2,0.4,0.4,0.125,3.9,0.4
texas red hot,CD-05-14-23-R09,7,0.2,True,False,5.6,0.2,0.9,0.175,3.9,0.2
minnesota ready,CD-05-14-23-R09,5,0.2,True,False,2.4,0.2,1.1,0.08771929824561403,3.9,0.2
trumptastic,CD-05-14-23-R10,6,0.4666666666666667,True,False,2.6666666666666665,0.0,4.1,0.06666666666666667,3.921666666666667,0.0
moreau,CD-05-14-23-R10,1,0.4666666666666667,True,False,4.0,0.0,6.7,0.16,3.921666666666667,0.0
gilded craken,CD-05-14-23-R10,10,0.4666666666666667,True,False,5.0,0.0,6.7,0.15,3.921666666666667,0.0
redemption time,CD-05-14-23-R10,5,0.4666666666666667,True,False,5.25,0.0,2.5,0.05555555555555555,3.921666666666667,0.0
chiron,CD-05-14-23-R10,2,0.4666666666666667,True,False,4.8,0.0,1.1,0.0,3.921666666666667,0.0
sheriff ronnie,CD-05-14-23-R10,7,0.4666666666666667,True,False,3.0,0.0,1.6,0.18045112781954886,3.921666666666667,0.0
tiz wicked strong,CD-05-14-23-R10,4,0.4666666666666667,True,False,0.0,0.0,8.0,0.06521739130434782,3.921666666666667,0.0
brigade commander,CD-05-14-23-R10,8,0.4666666666666667,True,False,4.0,0.0,6.8,0.18045112781954886,3.921666666666667,0.0
smile mon,CD-05-14-23-R10,3,0.4666666666666667,True,False,6.5,0.0,5.1,0.175,3.921666666666667,0.0
pursuit of power,CD-05-14-23-R10,9,0.4666666666666667,True,False,4.0,0.0,5.0,0.16326530612244897,3.921666666666667,0.0
works for me,CD-05-18-23-R01,3,0.06666666666666667,True,False,0.0,0.0,5.0,0.03333333333333333,1.3333333333333333,0.0
early munny,CD-05-18-23-R01,9,0.06666666666666667,True,False,6.0,0.0,3.2,0.18045112781954886,1.3333333333333333,0.0
wilson q,CD-05-18-23-R01,1,0.06666666666666667,True,False,0.0,0.0,5.0,0.15789473684210525,1.3333333333333333,0.0
trailing monster,CD-05-18-23-R01,5,0.06666666666666667,True,False,0.0,0.0,5.0,0.18045112781954886,1.3333333333333333,0.0
gold sweep,CD-05-18-23-R01,2,0.06666666666666667,True,False,0.0,0.0,5.0,0.16326530612244897,1.3333333333333333,0.0
top of the street,CD-05-18-23-R01,7,0.06666666666666667,True,False,0.0,0.0,5.0,0.09210526315789473,1.3333333333333333,0.0
stormquist,CD-05-18-23-R01,4,0.06666666666666667,True,False,0.0,0.0,5.0,0.09615384615384616,1.3333333333333333,0.0
rhyme schemes,CD-05-18-23-R01,6,0.06666666666666667,True,False,0.0,0.0,5.0,0.07317073170731707,1.3333333333333333,0.0
the rush is on,CD-05-18-23-R01,8,0.06666666666666667,True,False,6.0,0.0,3.2,0.0,1.3333333333333333,0.0
puglia,CD-05-18-23-R02,2,0.3333333333333333,True,False,4.2,0.2,0.8,0.18045112781954886,4.825,0.2
fast gal,CD-05-18-23-R02,5,0.3333333333333333,True,False,3.75,0.25,2.4,0.175,4.825,0.25
beach kitten,CD-05-18-23-R02,3,0.3333333333333333,True,False,6.2,0.0,1.2,0.12,4.825,0.0
tribal spirit,CD-05-18-23-R02,4,0.3333333333333333,True,False,4.6,0.2,1.0,0.03333333333333333,4.825,0.2
a little bit crazy,CD-05-18-23-R02,1,0.3333333333333333,True,False,3.0,0.2,1.0,0.15789473684210525,4.825,0.2
floris,CD-05-18-23-R02,6,0.3333333333333333,True,False,7.2,0.0,1.0,0.0,4.825,0.0
mister sharpie,CD-05-18-23-R03,8,0.3333333333333333,True,False,4.333333333333333,0.3333333333333333,3.5,0.06666666666666667,3.8479166666666664,0.3333333333333333
frog town,CD-05-18-23-R03,4,0.3333333333333333,True,False,2.6,0.4,1.0,0.08771929824561403,3.8479166666666664,0.4
cowboy values,CD-05-18-23-R03,3,0.3333333333333333,True,False,4.0,0.5,4.6,0.12,3.8479166666666664,0.5
atkins,CD-05-18-23-R03,2,0.3333333333333333,True,False,3.0,0.4,1.1,0.0,3.8479166666666664,0.4
big beemster,CD-05-18-23-R03,6,0.3333333333333333,True,False,4.6,0.2,1.0,0.125,3.8479166666666664,0.2
oddsontony,CD-05-18-23-R03,1,0.3333333333333333,True,False,4.0,0.2,1.0,0.09210526315789473,3.8479166666666664,0.2
chambers bay,CD-05-18-23-R03,7,0.3333333333333333,True,False,4.5,0.5,4.5,0.17307692307692307,3.8479166666666664,0.5
devil's cay,CD-05-18-23-R03,5,0.3333333333333333,True,False,3.75,0.25,2.2,0.1,3.8479166666666664,0.25
hay stack,CD-05-18-23-R04,5,0.8666666666666667,False,True,3.0,0.2,2.4,0.16326530612244897,3.7454545454545456,0.2
such sounds,CD-05-18-23-R04,7,0.8666666666666667,False,True,4.2,0.2,2.5,0.19047619047619047,3.7454545454545456,0.2
chaton rouge,CD-05-18-23-R04,9,0.8666666666666667,False,True,5.6,0.0,2.4,0.16,3.7454545454545456,0.0
elle est forte,CD-05-18-23-R04,2,0.8666666666666667,False,True,3.6,0.0,0.8,0.18045112781954886,3.7454545454545456,0.0
sweets maker,CD-05-18-23-R04,6,0.8666666666666667,False,True,3.8,0.2,3.4,0.1,3.7454545454545456,0.0
loved reiko,CD-05-18-23-R04,4,0.8666666666666667,False,True,4.8,0.2,2.4,0.175,3.7454545454545456,0.2
divinely bolt,CD-05-18-23-R04,11,0.8666666666666667,False,True,3.6,0.2,3.7,0.125,3.7454545454545456,0.0
queen judith,CD-05-18-23-R04,10,0.8666666666666667,False,True,3.4,0.0,2.5,0.20930232558139536,3.7454545454545456,0.0
frivole fr,CD-05-18-23-R04,1,0.8666666666666667,False,True,2.8,0.0,2.3,0.16666666666666666,3.7454545454545456,0.0
joyful applause,CD-05-18-23-R04,3,0.8666666666666667,False,True,2.2,0.2,2.6,0.12,3.7454545454545456,0.2
la tourista,CD-05-18-23-R04,8,0.8666666666666667,False,True,4.2,0.2,3.1,0.03333333333333333,3.7454545454545456,0.0
iceatude,CD-05-18-23-R05,1,0.26666666666666666,True,False,7.4,0.0,0.9,0.1875,5.418055555555555,0.0
sergeant countzler,CD-05-18-23-R05,10,0.26666666666666666,True,False,5.5,0.0,2.2,0.05555555555555555,5.418055555555555,0.0
mo moves,CD-05-18-23-R05,7,0.26666666666666666,True,False,4.0,0.0,0.8,0.12,5.418055555555555,0.0
run for reagan,CD-05-18-23-R05,4,0.26666666666666666,True,False,6.0,0.0,2.7,0.0,5.418055555555555,0.0
time to meddle,CD-05-18-23-R05,12,0.26666666666666666,True,False,4.0,0.0,0.5,0.06521739130434782,5.418055555555555,0.0
wicked secret,CD-05-18-23-R05,3,0.26666666666666666,True,False,5.666666666666667,0.0,3.4,0.15789473684210525,5.418055555555555,0.0
moonovermontgomery,CD-05-18-23-R05,8,0.26666666666666666,True,False,8.0,0.0,5.3,0.0,5.418055555555555,0.0
kupp,CD-05-18-23-R05,2,0.26666666666666666,True,False,7.2,0.0,0.8,0.16326530612244897,5.418055555555555,0.0
all jokes aside,CD-05-18-23-R05,9,0.26666666666666666,True,False,6.5,0.0,4.1,0.18045112781954886,5.418055555555555,0.0
sippican shop,CD-05-18-23-R05,5,0.26666666666666666,True,False,0.0,0.0,6.5,0.09210526315789473,5.418055555555555,0.0
stayinyourlane,CD-05-18-23-R05,11,0.26666666666666666,True,False,5.0,0.0,4.1,0.17307692307692307,5.418055555555555,0.0
boudin,CD-05-18-23-R05,6,0.26666666666666666,True,False,5.75,0.0,1.8,0.175,5.418055555555555,0.0
roman centurian,CD-05-18-23-R06,5,0.5333333333333333,True,False,3.8,0.0,0.3,0.05555555555555555,4.04,0.0
zoomer,CD-05-18-23-R06,4,0.5333333333333333,True,False,4.4,0.0,0.0,0.17307692307692307,4.04,0.0
outlier,CD-05-18-23-R06,3,0.5333333333333333,True,False,3.8,0.2,0.5,0.18045112781954886,4.04,0.2
intrepid heart,CD-05-18-23-R06,2,0.5333333333333333,True,False,4.4,0.0,0.2,0.16326530612244897,4.04,0.0
king's ovation,CD-05-18-23-R06,1,0.5333333333333333,True,False,3.8,0.2,0.5,0.175,4.04,0.2
lady puchi,CD-05-18-23-R07,8,0.5333333333333333,False,True,5.4,0.2,0.2,0.15,4.345454545454545,0.2
pharoah's song,CD-05-18-23-R07,10,0.5333333333333333,False,True,4.8,0.2,0.5,0.06521739130434782,4.345454545454545,0.2
under one sky,CD-05-18-23-R07,4,0.5333333333333333,False,True,3.6,0.4,0.3,0.03333333333333333,4.345454545454545,0.0
bhoma,CD-05-18-23-R07,11,0.5333333333333333,False,True,3.6,0.2,0.2,0.20930232558139536,4.345454545454545,0.0
blissful,CD-05-18-23-R07,3,0.5333333333333333,False,True,5.6,0.2,0.2,0.09210526315789473,4.345454545454545,0.2
she's gone,CD-05-18-23-R07,5,0.5333333333333333,False,True,4.6,0.2,0.3,0.17307692307692307,4.345454545454545,0.2
tap dancing lady,CD-05-18-23-R07,6,0.5333333333333333,False,True,4.6,0.0,1.1,0.0,4.345454545454545,0.0
manuca brz,CD-05-18-23-R07,7,0.5333333333333333,False,True,2.4,0.6,1.0,0.16666666666666666,4.345454545454545,0.4
fancy martini,CD-05-18-23-R07,1,0.5333333333333333,False,True,5.4,0.2,0.5,0.18045112781954886,4.345454545454545,0.2
one time mo,CD-05-18-23-R07,2,0.5333333333333333,False,True,2.0,0.4,1.0,0.09615384615384616,4.345454545454545,0.0
forever dreaming,CD-05-18-23-R07,9,0.5333333333333333,False,True,5.8,0.2,0.3,0.15384615384615385,4.345454545454545,0.2
penumbras maker,CD-05-18-23-R08,6,0.4666666666666667,True,False,3.6,0.0,0.8,0.20930232558139536,4.41875,0.0
church service,CD-05-18-23-R08,8,0.4666666666666667,True,False,4.0,0.0,1.2,0.18045112781954886,4.41875,0.0
freedom for all,CD-05-18-23-R08,3,0.4666666666666667,True,False,4.0,0.0,4.9,0.09210526315789473,4.41875,0.0
take shape,CD-05-18-23-R08,5,0.4666666666666667,True,False,3.0,0.0,6.8,0.19047619047619047,4.41875,0.0
inventing anna,CD-05-18-23-R08,7,0.4666666666666667,True,False,3.75,0.0,3.4,0.06521739130434782,4.41875,0.0
never tell patti,CD-05-18-23-R08,1,0.4666666666666667,True,False,5.5,0.0,5.2,0.17307692307692307,4.41875,0.0
nursekringledances,CD-05-18-23-R08,4,0.4666666666666667,True,False,4.5,0.0,3.2,0.15,4.41875,0.0
fancy,CD-05-18-23-R08,2,0.4666666666666667,True,False,7.0,0.0,4.9,0.18045112781954886,4.41875,0.0
george's honey,CD-05-19-23-R01,1,0.06666666666666667,True,False,0.0,0.0,5.0,0.15789473684210525,4.142857142857143,0.0
honor cat,CD-05-19-23-R01,5,0.06666666666666667,True,False,0.0,0.0,5.0,0.15384615384615385,4.142857142857143,0.0
deboisblanc,CD-05-19-23-R01,3,0.06666666666666667,True,False,0.0,0.0,5.0,0.19047619047619047,4.142857142857143,0.0
sapphire nights,CD-05-19-23-R01,4,0.06666666666666667,True,False,7.0,0.0,4.1,0.07317073170731707,4.142857142857143,0.0
unmatched,CD-05-19-23-R01,2,0.06666666666666667,True,False,8.0,0.0,4.1,0.1,4.142857142857143,0.0
aim higher,CD-05-19-23-R01,6,0.06666666666666667,True,False,5.0,0.0,4.1,0.06521739130434782,4.142857142857143,0.0
green chile,CD-05-19-23-R01,7,0.06666666666666667,True,False,9.0,0.0,4.1,0.1388888888888889,4.142857142857143,0.0
dazzling blue,CD-05-19-23-R02,1,0.2,True,False,1.0,1.0,3.6,0.07317073170731707,2.7600000000000002,1.0
holiday decision,CD-05-19-23-R02,5,0.2,True,False,3.6,0.2,0.2,0.15789473684210525,2.7600000000000002,0.2
b g warrior,CD-05-19-23-R02,4,0.2,True,False,3.4,0.2,0.6,0.0,2.7600000000000002,0.2
promise of hope,CD-05-19-23-R02,3,0.2,True,False,4.8,0.2,0.9,0.08771929824561403,2.7600000000000002,0.2
sunday shoes,CD-05-19-23-R02,2,0.2,True,False,1.0,1.0,3.7,0.1388888888888889,2.7600000000000002,1.0
tx women for arts,CD-05-19-23-R03,7,0.06666666666666667,True,False,0.0,0.0,5.0,0.07317073170731707,2.75,0.0
hi'iaka,CD-05-19-23-R03,3,0.06666666666666667,True,False,0.0,0.0,5.0,0.175,2.75,0.0
cheetah miss,CD-05-19-23-R03,2,0.06666666666666667,True,False,0.0,0.0,5.0,0.09615384615384616,2.75,0.0
v v's dream,CD-05-19-23-R03,1,0.06666666666666667,True,False,0.0,0.0,5.0,0.09210526315789473,2.75,0.0
gloriette,CD-05-19-23-R03,4,0.06666666666666667,True,False,6.0,0.0,4.1,0.1,2.75,0.0
argan,CD-05-19-23-R03,5,0.06666666666666667,True,False,5.0,0.0,4.1,0.15384615384615385,2.75,0.0
vibe check,CD-05-19-23-R03,6,0.06666666666666667,True,False,0.0,0.0,5.0,0.06521739130434782,2.75,0.0
little music,CD-05-19-23-R03,8,0.06666666666666667,True,False,11.0,0.0,4.1,0.18045112781954886,2.75,0.0
high front,CD-05-19-23-R04,1,0.13333333333333333,False,True,2.4,0.2,0.6,0.15789473684210525,4.079166666666667,0.2
b d valeski,CD-05-19-23-R04,2,0.13333333333333333,False,True,4.8,0.0,0.4,0.09210526315789473,4.079166666666667,0.0
roman giant,CD-05-19-23-R04,11,0.13333333333333333,False,True,5.2,0.0,1.0,0.07317073170731707,4.079166666666667,0.0
king of song,CD-05-19-23-R04,10,0.13333333333333333,False,True,4.75,0.25,1.4,0.125,4.079166666666667,0.25
fingers,CD-05-19-23-R04,12,0.13333333333333333,False,True,1.0,1.0,4.4,0.0,4.079166666666667,0.0
gilded ruler,CD-05-19-23-R04,5,0.13333333333333333,False,True,3.8,0.2,0.5,0.09615384615384616,4.079166666666667,0.0
group eighteen,CD-05-19-23-R04,8,0.13333333333333333,False,True,6.2,0.2,1.6,0.0,4.079166666666667,0.0
laver,CD-05-19-23-R04,6,0.13333333333333333,False,True,4.8,0.2,2.7,0.06521739130434782,4.079166666666667,0.0
arabian prince,CD-05-19-23-R04,4,0.13333333333333333,False,True,4.6,0.0,1.8,0.15,4.079166666666667,0.0
trust daddy,CD-05-19-23-R04,7,0.13333333333333333,False,True,5.4,0.0,1.1,0.06896551724137931,4.079166666666667,0.0
brazen boy,CD-05-19-23-R04,9,0.13333333333333333,False,True,3.2,0.2,0.6,0.19047619047619047,4.079166666666667,0.0
counterstrike,CD-05-19-23-R04,3,0.13333333333333333,False,True,2.8,0.2,1.5,0.0,4.079166666666667,0.0
lily's creed,CD-05-19-23-R05,6,0.3333333333333333,True,False,2.4,0.2,0.9,0.175,3.9499999999999997,0.2
gray frost,CD-05-19-23-R05,2,0.3333333333333333,True,False,3.8,0.4,1.1,0.1388888888888889,3.9499999999999997,0.4
oath of allegiance,CD-05-19-23-R05,3,0.3333333333333333,True,False,5.4,0.2,1.3,0.06521739130434782,3.9499999999999997,0.2
roja ligera,CD-05-19-23-R05,4,0.3333333333333333,True,False,5.0,0.3333333333333333,3.7,0.09615384615384616,3.9499999999999997,0.3333333333333333
just like magic,CD-05-19-23-R05,1,0.3333333333333333,True,False,4.6,0.2,0.9,0.08771929824561403,3.9499999999999997,0.2
bizzy girl,CD-05-19-23-R05,5,0.3333333333333333,True,False,2.5,0.5,2.3,0.13333333333333333,3.9499999999999997,0.5
best of greeley,CD-05-19-23-R06,4,0.2,True,False,4.0,0.2,0.0,0.0,4.314285714285714,0.2
game boy benny,CD-05-19-23-R06,7,0.2,True,False,5.6,0.2,0.3,0.125,4.314285714285714,0.2
high tone,CD-05-19-23-R06,6,0.2,True,False,2.0,0.4,0.3,0.13333333333333333,4.314285714285714,0.4
race driver,CD-05-19-23-R06,3,0.2,True,False,4.4,0.2,0.0,0.15789473684210525,4.314285714285714,0.2
crime spree,CD-05-19-23-R06,2,0.2,True,False,5.0,0.0,0.0,0.1388888888888889,4.314285714285714,0.0
boise,CD-05-19-23-R06,1,0.2,True,False,7.2,0.0,0.2,0.18045112781954886,4.314285714285714,0.0
hurricane highway,CD-05-19-23-R06,5,0.2,True,False,2.0,0.2,0.1,0.07317073170731707,4.314285714285714,0.2
midaswellrun,CD-05-19-23-R07,3,0.2,True,False,4.0,0.2,0.6,0.06521739130434782,4.457142857142857,0.2
on k p,CD-05-19-23-R07,6,0.2,True,False,3.8,0.0,0.0,0.0,4.457142857142857,0.0
i'm wide awake,CD-05-19-23-R07,7,0.2,True,False,5.4,0.2,0.6,0.0,4.457142857142857,0.2
mac daddy too,CD-05-19-23-R07,2,0.2,True,False,4.0,0.0,0.8,0.15384615384615385,4.457142857142857,0.0
bodock,CD-05-19-23-R07,4,0.2,True,False,5.6,0.0,1.2,0.06896551724137931,4.457142857142857,0.0
pico d'oro,CD-05-19-23-R07,5,0.2,True,False,5.0,0.0,1.1,0.15789473684210525,4.457142857142857,0.0
faithful ruler,CD-05-19-23-R07,1,0.2,True,False,3.4,0.2,0.5,0.1388888888888889,4.457142857142857,0.2
altazor arg,CD-05-19-23-R08,9,0.6,False,True,5.0,0.0,0.8,0.06521739130434782,4.509090909090909,0.0
henley's joy,CD-05-19-23-R08,6,0.6,False,True,5.8,0.0,1.1,0.15384615384615385,4.509090909090909,0.0
rupp n ready,CD-05-19-23-R08,11,0.6,False,True,4.4,0.0,0.6,0.15,4.509090909090909,0.0
hidden stash,CD-05-19-23-R08,3,0.6,False,True,4.2,0.0,0.6,0.175,4.509090909090909,0.0
mahaamel,CD-05-19-23-R08,4,0.6,False,True,1.8,0.2,0.9,0.07317073170731707,4.509090909090909,0.0
february son,CD-05-19-23-R08,10,0.6,False,True,3.2,0.2,0.5,0.0,4.509090909090909,0.2
stolen base,CD-05-19-23-R08,7,0.6,False,True,8.8,0.0,0.8,0.09615384615384616,4.509090909090909,0.0
punch hard,CD-05-19-23-R08,8,0.6,False,True,4.0,0.4,0.4,0.1875,4.509090909090909,0.0
price talk,CD-05-19-23-R08,2,0.6,False,True,3.0,0.4,0.5,0.19047619047619047,4.509090909090909,0.2
microphone ire,CD-05-19-23-R08,5,0.6,False,True,5.0,0.2,1.3,0.06896551724137931,4.509090909090909,0.2
risk manager,CD-05-19-23-R08,1,0.6,False,True,4.4,0.2,1.0,0.09615384615384616,4.509090909090909,0.2
keen contender,CD-05-19-23-R09,7,0.26666666666666666,True,False,3.0,0.0,0.5,0.15384615384615385,4.401666666666666,0.0
hammerdonhappiness,CD-05-19-23-R09,2,0.26666666666666666,True,False,2.0,0.0,5.3,0.0,4.401666666666666,0.0
witch of november,CD-05-19-23-R09,6,0.26666666666666666,True,False,3.5,0.0,4.0,0.1388888888888889,4.401666666666666,0.0
coloratura,CD-05-19-23-R09,1,0.26666666666666666,True,False,3.2,0.0,0.9,0.15789473684210525,4.401666666666666,0.0
markswoman,CD-05-19-23-R09,10,0.26666666666666666,True,False,4.75,0.0,1.9,0.08771929824561403,4.401666666666666,0.0
fashion idol,CD-05-19-23-R09,9,0.26666666666666666,True,False,4.5,0.0,4.4,0.07317073170731707,4.401666666666666,0.0
get by,CD-05-19-23-R09,3,0.26666666666666666,True,False,5.2,0.0,0.8,0.125,4.401666666666666,0.0
paddy gal,CD-05-19-23-R09,4,0.26666666666666666,True,False,5.666666666666667,0.0,3.1,0.19047619047619047,4.401666666666666,0.0
